date,World,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Korea,North Macedonia,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-02-23,78990.0,,1.0,,,,,,,,,,78030.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,15.0,,,,,2.0,76938.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,220.0,190.0,,,,3.0,12.0,,,,,16.0,,,,,,,,,,,1232.0,,74.0,,,3.0,,691.0,43.0,,,,1.0,155.0,,149.0,,,,,,,,,,1.0,,,,,,,70.0,,10.0,,,22.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,31.0,,,,15.0,,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,89.0,,,,,,2.0,602.0,,2.0,1.0,,,1.0,,,28.0,,,35.0,,,,,,,,,,,13.0,28.0,16.0,76997.0,,,,,,16.0,,,,
2020-02-24,79558.0,5.0,1.0,,,,,,,,,,78521.0,15.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,16.0,,,,,2.0,77152.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,296.0,264.0,,,,3.0,12.0,,,,,16.0,,,,,,,,,,,1562.0,,79.0,,,3.0,,691.0,61.0,1.0,,,1.0,229.0,,160.0,,,,,,1.0,,,,1.0,,,,,,5.0,88.0,,10.0,,,22.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,32.0,,,,15.0,2.0,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,89.0,,,,,,2.0,833.0,,2.0,1.0,,,1.0,,,30.0,,,35.0,,,,,,,,,,,13.0,30.0,16.0,77212.0,,,,,,16.0,,,,
2020-02-25,80412.0,5.0,2.0,,1.0,,,,,,,,79264.0,15.0,2.0,,,23.0,,,,1.0,,,,,,,,,,,,,,,1.0,,19.0,,,,,2.0,77660.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,403.0,366.0,,,,3.0,14.0,,,,,16.0,,,,,,,,,,,1869.0,,84.0,,,3.0,,691.0,95.0,1.0,,,1.0,322.0,,173.0,,,,,,11.0,,,,1.0,,,,,,5.0,125.0,,10.0,,,22.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,35.0,,,,15.0,2.0,2.0,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,91.0,,,,,,2.0,977.0,,6.0,1.0,,,1.0,1.0,,31.0,,,37.0,,,,,,,,,,,13.0,34.0,16.0,77722.0,,,,,,16.0,,,,
2020-02-26,81384.0,5.0,2.0,,1.0,,,,,,,,80063.0,15.0,1.0,,,33.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,20.0,,,,,2.0,78065.0,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,560.0,518.0,,,,4.0,18.0,,,,1.0,21.0,,,1.0,,,,,,,,2367.0,,91.0,,,3.0,,705.0,139.0,5.0,,,2.0,453.0,,192.0,,,,,,26.0,,,,2.0,,,,,,5.0,170.0,,10.0,,,22.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,36.0,,1.0,1.0,15.0,4.0,2.0,,,,,,,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,93.0,,,,,,3.0,1261.0,,13.0,1.0,,,2.0,1.0,,32.0,,,40.0,,,,,,,,,,,13.0,37.0,16.0,78137.0,,,,,,16.0,,,,
2020-02-27,82728.0,5.0,2.0,,1.0,,,,,,,,81155.0,15.0,1.0,,,33.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,22.0,,,,,2.0,78498.0,,,,,,,3.0,,,,,,1.0,,,,,1.0,,,,1.0,,,809.0,753.0,,,,4.0,38.0,,,,1.0,26.0,,,3.0,,,,,,,,3169.0,,92.0,,,3.0,,705.0,245.0,7.0,,,3.0,655.0,,218.0,,,,,,43.0,,,,2.0,,,,,,5.0,276.0,,10.0,,,23.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,39.0,,1.0,1.0,15.0,4.0,2.0,,,,,,,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,93.0,,,,,,3.0,1766.0,,15.0,1.0,,,3.0,8.0,,32.0,,,40.0,,,,,,,,,,,13.0,44.0,17.0,78573.0,,,,,,16.0,,,,
2020-02-28,84152.0,5.0,3.0,,1.0,,,,,,,,82236.0,15.0,1.0,,,36.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,28.0,,,,,2.0,78824.0,,,,,,,5.0,,,,,,1.0,,,,,1.0,,,,1.0,,,1143.0,1068.0,,,,5.0,57.0,,,,1.0,53.0,,,4.0,,,,,,,,4116.0,,94.0,,1.0,3.0,,705.0,388.0,7.0,,,6.0,888.0,,236.0,,,,,,45.0,,,,2.0,,,,,,5.0,422.0,,10.0,,,25.0,,,,,,,1.0,,,,,,,,,,,,1.0,6.0,,1.0,,,1.0,46.0,,1.0,6.0,16.0,4.0,4.0,,,,,,,3.0,,,,3.0,2.0,,,,,,,,,,,,,,,93.0,,,,,,3.0,2337.0,,32.0,1.0,,,11.0,8.0,,34.0,,,41.0,,,,,,,,,,,19.0,56.0,17.0,78904.0,,,,,,16.0,,,,
2020-02-29,86023.0,5.0,3.0,,1.0,,,,,,,,83728.0,25.0,3.0,,,41.0,,,1.0,1.0,,,,,,,,,2.0,,,,,,1.0,,33.0,,,,,2.0,79251.0,,,,,,,6.0,,,,,,3.0,,,,,1.0,,,,1.0,,,1495.0,1394.0,,,,8.0,100.0,,,,1.0,66.0,,,4.0,,,,,,,,5338.0,,95.0,,1.0,3.0,,705.0,593.0,13.0,1.0,,6.0,1128.0,,245.0,,,,,,45.0,,,,4.0,,,,,,5.0,629.0,1.0,10.0,,,29.0,,,,,,,4.0,,,1.0,,,,,,,,,1.0,10.0,,1.0,,,1.0,62.0,,1.0,15.0,26.0,6.0,4.0,,,,,,,3.0,,,1.0,3.0,2.0,,,,,,,,1.0,,,,,,,102.0,,,,,,4.0,3150.0,,45.0,1.0,,,14.0,18.0,,39.0,,,42.0,,,,,,,,,,,21.0,61.0,25.0,79346.0,,,,,,16.0,,,,
2020-03-01,88402.0,5.0,4.0,,1.0,,,,,,1.0,,85321.0,27.0,7.0,3.0,,47.0,,,1.0,2.0,,,,,,,,,2.0,,,,,,1.0,,38.0,,,,,9.0,79826.0,,,,,,,7.0,,,,3.0,,4.0,,,1.0,6.0,2.0,,,,1.0,,,2251.0,2102.0,,,,9.0,130.0,,,,3.0,117.0,,,7.0,,,,,,,,6730.0,,96.0,,3.0,3.0,,705.0,978.0,19.0,1.0,,7.0,1694.0,,259.0,,,,,,45.0,,,,10.0,,,,,,5.0,1021.0,1.0,10.0,,,29.0,,,,,,,5.0,,,1.0,,,,,,,,,1.0,18.0,,1.0,,,1.0,76.0,,1.0,19.0,28.0,6.0,4.0,,,,,,,3.0,,,3.0,3.0,2.0,,,,,,,,1.0,,,,,,,106.0,,,,,,17.0,3736.0,,84.0,1.0,,,14.0,27.0,,40.0,,,42.0,,,,,,,,,,,21.0,94.0,32.0,79941.0,,,,,,16.0,,,,
2020-03-02,90382.0,5.0,8.0,,3.0,1.0,,,,,1.0,,86704.0,30.0,8.0,3.0,,49.0,,,1.0,8.0,,,,,,,,,2.0,,,,,,1.0,,45.0,,,,,9.0,80026.0,,,,,,,7.0,,,,3.0,,4.0,,,1.0,6.0,2.0,,,,1.0,,,2811.0,2596.0,,,,10.0,191.0,,,,3.0,150.0,,,7.0,,,,,,,,7966.0,,100.0,,6.0,5.0,2.0,705.0,1501.0,26.0,1.0,,12.0,2036.0,,278.0,,,,,,56.0,,,1.0,13.0,,,,,,5.0,1556.0,1.0,10.0,,,29.0,,,,,,,5.0,,,1.0,,,,1.0,,,,,1.0,24.0,,1.0,,,1.0,106.0,,1.0,25.0,31.0,6.0,5.0,,,,,,,3.0,,2.0,3.0,3.0,3.0,,,,,,,,1.0,,1.0,1.0,,,,108.0,,,,,,17.0,4335.0,,120.0,1.0,,,19.0,42.0,,41.0,,,43.0,,,,,,,,,,,21.0,134.0,55.0,80150.0,,,,,,16.0,,,,
2020-03-03,92994.0,5.0,11.0,,5.0,1.0,,,,1.0,1.0,,88571.0,39.0,12.0,3.0,,49.0,,,1.0,13.0,,,,,,,,,2.0,,,,,,1.0,,51.0,,,,,10.0,80151.0,,,,,,,9.0,,,,5.0,,6.0,,,1.0,7.0,2.0,,,,2.0,,,3515.0,3210.0,,,,10.0,212.0,,,,3.0,188.0,,,7.0,,,,,,,,9597.0,,100.0,,11.0,5.0,2.0,706.0,2336.0,32.0,2.0,,15.0,2502.0,,298.0,1.0,,,,,56.0,,,1.0,13.0,,,,,,5.0,2395.0,1.0,10.0,,,36.0,,,,,,,5.0,,,1.0,,,,1.0,,,,,1.0,38.0,,1.0,,,1.0,131.0,,1.0,32.0,40.0,12.0,5.0,,,,,,,3.0,,2.0,7.0,3.0,3.0,,,,,,,,9.0,,1.0,2.0,,,,110.0,,,,,,20.0,5186.0,,165.0,1.0,,,32.0,56.0,,42.0,,,43.0,,,,,,,,,,1.0,27.0,189.0,74.0,80291.0,,,,,,16.0,,,,
2020-03-04,95338.0,5.0,21.0,,12.0,1.0,,,,1.0,1.0,,89799.0,52.0,17.0,3.0,,52.0,,,6.0,23.0,,,,,,,,,4.0,,,,,,1.0,,59.0,,,,,10.0,80271.0,,,,,,,10.0,,,,8.0,,10.0,,,1.0,10.0,2.0,,,,2.0,,,4560.0,4118.0,1.0,,,14.0,288.0,,,,3.0,262.0,,1.0,9.0,,,,,,,,11175.0,,105.0,2.0,26.0,28.0,2.0,706.0,2922.0,35.0,6.0,,15.0,3089.0,,333.0,1.0,,,,,56.0,,,1.0,13.0,,,,1.0,,5.0,3014.0,1.0,10.0,,,50.0,,,,,,,5.0,,,1.0,,,,1.0,,,,,1.0,82.0,,3.0,,,1.0,172.0,,1.0,56.0,55.0,15.0,5.0,,,,,,,3.0,1.0,5.0,8.0,4.0,3.0,,,,,,,,9.0,,1.0,4.0,,,,110.0,,,,,,25.0,5621.0,,222.0,1.0,,,62.0,90.0,,42.0,,,43.0,,,,,1.0,,,,,1.0,27.0,245.0,107.0,80438.0,,,,,,16.0,,,,
2020-03-05,98078.0,5.0,24.0,,12.0,1.0,,,,1.0,1.0,,91090.0,55.0,23.0,6.0,,55.0,,,6.0,50.0,,,,,,,2.0,,4.0,,,,,,1.0,,71.0,,,,,13.0,80422.0,,,,,,,10.0,,,,12.0,,10.0,,,1.0,13.0,3.0,,,,3.0,,,5908.0,5344.0,1.0,,,20.0,426.0,,,,4.0,400.0,,1.0,31.0,,,,,,,,13141.0,,105.0,2.0,34.0,30.0,2.0,706.0,3513.0,35.0,6.0,,21.0,3858.0,,365.0,1.0,,,,,58.0,,,1.0,16.0,,,,1.0,,5.0,3617.0,1.0,10.0,,,55.0,,,,,,,5.0,,,1.0,,,,2.0,,,,,1.0,128.0,,3.0,,,1.0,261.0,,1.0,87.0,58.0,16.0,6.0,,4.0,,,,,3.0,1.0,8.0,8.0,6.0,4.0,,,,,,,,16.0,,5.0,4.0,,,,117.0,,2.0,,,1.0,31.0,6088.0,,259.0,1.0,,,87.0,114.0,,44.0,,,47.0,,,,,1.0,,,,,1.0,29.0,294.0,184.0,80609.0,,,,,,16.0,,,,
2020-03-06,102062.0,5.0,43.0,,17.0,1.0,,,,2.0,1.0,,93121.0,60.0,37.0,6.0,,60.0,,,6.0,109.0,,,,1.0,,,2.0,,13.0,,,,,,1.0,1.0,90.0,,,,,13.0,80573.0,1.0,,,,1.0,,11.0,,,,18.0,,23.0,,,2.0,13.0,15.0,,,,10.0,,,7749.0,6957.0,1.0,,,21.0,616.0,,,,4.0,639.0,,1.0,45.0,,,,,,,,15644.0,,107.0,2.0,43.0,31.0,4.0,706.0,4747.0,40.0,18.0,,37.0,4636.0,,420.0,1.0,,,,,58.0,,,1.0,22.0,,,,1.0,,6.0,4884.0,2.0,10.0,,,83.0,,,,,,,6.0,,,1.0,,,,2.0,,,,,1.0,188.0,,4.0,,,1.0,336.0,,3.0,108.0,64.0,16.0,6.0,,7.0,,,,1.0,5.0,5.0,13.0,8.0,9.0,13.0,,,,,,,,22.0,,5.0,4.0,1.0,,,130.0,1.0,7.0,,,1.0,43.0,6593.0,,400.0,1.0,,,146.0,214.0,,45.0,,,48.0,,1.0,,,1.0,,,,,1.0,29.0,373.0,237.0,80821.0,,,,1.0,,16.0,,,,
2020-03-07,106199.0,8.0,43.0,,17.0,1.0,,,,8.0,1.0,,94880.0,63.0,46.0,9.0,,85.0,,,6.0,169.0,,,,1.0,,,3.0,,13.0,,,,,,1.0,1.0,98.0,,,,,13.0,80652.0,1.0,,,,1.0,,12.0,,,,19.0,,23.0,,,2.0,13.0,15.0,,,,10.0,,,9943.0,8993.0,1.0,,,28.0,948.0,,,,4.0,795.0,,1.0,46.0,,,,,,,,18572.0,,108.0,4.0,50.0,34.0,4.0,706.0,5823.0,54.0,18.0,,47.0,5883.0,,466.0,1.0,,,,,61.0,,,1.0,22.0,,,,1.0,,9.0,5975.0,2.0,10.0,,,93.0,,,3.0,,,,6.0,,,1.0,,,,2.0,,,,,1.0,265.0,,5.0,,,1.0,510.0,,3.0,147.0,68.0,16.0,6.0,,16.0,,,,1.0,6.0,5.0,20.0,8.0,9.0,13.0,,,,,,,,24.0,,5.0,4.0,1.0,,,138.0,1.0,7.0,,,1.0,49.0,7041.0,,500.0,1.0,,,179.0,268.0,,45.0,,,50.0,,1.0,,,1.0,,,,,1.0,45.0,428.0,403.0,80936.0,,,,1.0,,18.0,,,,
2020-03-08,109997.0,8.0,83.0,,19.0,1.0,,,,12.0,1.0,,96081.0,76.0,75.0,9.0,,85.0,3.0,,6.0,200.0,,,,1.0,,,3.0,,20.0,,,4.0,,,2.0,2.0,120.0,,,,,20.0,80699.0,1.0,,,,5.0,,12.0,,,,31.0,,35.0,,,5.0,14.0,49.0,,,,10.0,,,12316.0,11205.0,2.0,,,35.0,1125.0,,,,13.0,902.0,,1.0,73.0,,,,,,,,21443.0,,114.0,7.0,50.0,39.0,6.0,706.0,6566.0,60.0,19.0,,56.0,7375.0,,499.0,1.0,,,,,64.0,,,2.0,32.0,,,,1.0,,9.0,6793.0,3.0,10.0,,,99.0,4.0,,3.0,,,,7.0,,1.0,1.0,,,,2.0,,,,,1.0,321.0,,5.0,,,1.0,656.0,,3.0,176.0,81.0,16.0,6.0,,16.0,,,1.0,6.0,10.0,11.0,30.0,15.0,15.0,17.0,,,,,,,,27.0,,11.0,4.0,1.0,,,150.0,3.0,16.0,,,3.0,74.0,7314.0,,673.0,1.0,,,225.0,337.0,,45.0,,,50.0,,1.0,,,2.0,,,,,1.0,45.0,482.0,519.0,81045.0,,,,1.0,,30.0,,,,
2020-03-09,114292.0,8.0,91.0,2.0,20.0,1.0,,,,12.0,1.0,,96987.0,91.0,98.0,9.0,,95.0,3.0,,6.0,239.0,,,,1.0,,,3.0,,25.0,,1.0,4.0,,,2.0,2.0,144.0,,,,,20.0,80735.0,1.0,,,,9.0,,12.0,,,,31.0,,90.0,,,5.0,15.0,55.0,,,,10.0,,,15572.0,14228.0,2.0,,,44.0,1411.0,,,,15.0,1139.0,,1.0,73.0,,,,,,,,25026.0,,115.0,9.0,58.0,43.0,19.0,706.0,7161.0,60.0,21.0,,60.0,9172.0,,527.0,1.0,,,,,64.0,,,6.0,32.0,,,,1.0,,9.0,7436.0,3.0,10.0,,,117.0,4.0,,3.0,,,,7.0,,1.0,1.0,,,,2.0,,,,,1.0,382.0,,5.0,,,2.0,759.0,,3.0,205.0,96.0,16.0,16.0,,19.0,,,1.0,7.0,20.0,16.0,30.0,18.0,15.0,17.0,,,,,,,,37.0,,15.0,4.0,1.0,,,150.0,5.0,16.0,,,3.0,81.0,7478.0,,1073.0,1.0,,,326.0,374.0,,45.0,,,50.0,,1.0,,,2.0,,,,,1.0,45.0,629.0,594.0,81114.0,,,,1.0,,30.0,,,,
2020-03-10,119051.0,8.0,104.0,10.0,20.0,1.0,,,,17.0,1.0,,98175.0,107.0,126.0,11.0,,110.0,3.0,,9.0,267.0,,,,1.0,,,5.0,,31.0,,1.0,4.0,1.0,,2.0,2.0,165.0,,,,,25.0,80757.0,3.0,,,,9.0,,14.0,,,2.0,41.0,,262.0,,,5.0,15.0,59.0,,,,12.0,,,18878.0,16915.0,2.0,,,61.0,1783.0,,,,15.0,1296.0,,1.0,89.0,,,,,,,,28737.0,,120.0,9.0,69.0,56.0,27.0,706.0,8042.0,71.0,34.0,,88.0,10149.0,,585.0,1.0,,,,,69.0,,,8.0,41.0,,,,1.0,,10.0,8380.0,5.0,10.0,,,129.0,6.0,,5.0,,,,7.0,,3.0,1.0,1.0,,,3.0,,,,,1.0,503.0,,5.0,,,2.0,969.0,,7.0,400.0,112.0,18.0,19.0,,26.0,1.0,,5.0,11.0,33.0,22.0,41.0,24.0,25.0,20.0,,,,,,,,49.0,,20.0,4.0,5.0,,,160.0,7.0,31.0,,,7.0,107.0,7513.0,,1695.0,1.0,,,424.0,491.0,,47.0,,,53.0,,1.0,,,5.0,,,,,1.0,74.0,887.0,782.0,81217.0,,,,1.0,,31.0,,,,
2020-03-11,126527.0,11.0,118.0,12.0,20.0,1.0,,,,19.0,1.0,,99896.0,128.0,148.0,11.0,,195.0,3.0,,9.0,314.0,,,,1.0,2.0,,7.0,,38.0,,11.0,7.0,2.0,,3.0,2.0,228.0,,,,,35.0,80785.0,9.0,,,,13.0,1.0,19.0,,,2.0,91.0,1.0,442.0,,,5.0,17.0,60.0,,,,16.0,,,24126.0,21353.0,2.0,,,115.0,2293.0,,,,24.0,1567.0,,1.0,99.0,,,,,,,,35068.0,2.0,126.0,13.0,85.0,62.0,34.0,706.0,9000.0,71.0,43.0,,60.0,12462.0,1.0,640.0,1.0,,,,,72.0,,,10.0,61.0,,,,3.0,,15.0,9411.0,7.0,10.0,,,149.0,8.0,,6.0,,,,8.0,,3.0,1.0,1.0,,,5.0,,,,,1.0,603.0,,5.0,,,2.0,1412.0,,7.0,598.0,133.0,18.0,20.0,,30.0,8.0,,5.0,11.0,49.0,31.0,59.0,262.0,45.0,20.0,,,,,,,,60.0,,21.0,4.0,12.0,,,178.0,7.0,57.0,,,13.0,136.0,7755.0,,2277.0,2.0,,,620.0,652.0,,48.0,,,59.0,,1.0,,,7.0,1.0,,,,1.0,74.0,1298.0,1147.0,81326.0,,,,1.0,,38.0,,,,
2020-03-12,133283.0,11.0,134.0,23.0,24.0,1.0,,,,19.0,4.0,,101265.0,128.0,203.0,11.0,,195.0,3.0,,12.0,314.0,,,,1.0,2.0,,11.0,,52.0,,11.0,7.0,2.0,,3.0,2.0,289.0,,,,,35.0,80793.0,9.0,,,,22.0,1.0,19.0,3.0,,6.0,94.0,1.0,615.0,,,5.0,17.0,67.0,,,,16.0,,,28957.0,25538.0,2.0,,,191.0,2293.0,,,,24.0,2369.0,,1.0,99.0,,,,,,1.0,,40607.0,2.0,129.0,13.0,103.0,73.0,34.0,706.0,10075.0,71.0,43.0,,81.0,15113.0,2.0,696.0,1.0,,,,,80.0,,,10.0,61.0,,,,4.0,,15.0,10521.0,19.0,10.0,,,158.0,8.0,,6.0,,,,12.0,,3.0,2.0,1.0,,,6.0,,,,,1.0,804.0,,5.0,,,2.0,1932.0,,7.0,702.0,133.0,18.0,28.0,,30.0,11.0,,6.0,15.0,52.0,49.0,59.0,262.0,49.0,28.0,,,,,,,,60.0,,45.0,4.0,19.0,,,178.0,10.0,89.0,,,17.0,156.0,7869.0,,2277.0,2.0,,,771.0,652.0,,49.0,,,72.0,,1.0,,,7.0,1.0,,,,1.0,85.0,1787.0,1586.0,81433.0,,,,1.0,,39.0,,,,
2020-03-13,146477.0,11.0,176.0,33.0,26.0,1.0,,,1.0,31.0,8.0,2.0,103074.0,200.0,312.0,15.0,,195.0,3.0,,27.0,559.0,,,,1.0,3.0,,13.0,,151.0,,37.0,23.0,2.0,,5.0,2.0,386.0,,1.0,,,55.0,80801.0,13.0,,,,23.0,1.0,32.0,4.0,,6.0,141.0,2.0,801.0,,,5.0,17.0,80.0,,,,79.0,,1.0,39299.0,34511.0,3.0,,,251.0,3678.0,3.0,,,25.0,3062.0,,1.0,190.0,,,,1.0,,1.0,,52042.0,2.0,134.0,19.0,134.0,82.0,69.0,706.0,11364.0,101.0,90.0,,112.0,17660.0,8.0,733.0,1.0,4.0,1.0,,,80.0,,,17.0,77.0,,,,5.0,,18.0,11935.0,34.0,10.0,,,197.0,9.0,,12.0,,,,26.0,,6.0,2.0,1.0,,,7.0,,,,,1.0,959.0,,5.0,,,2.0,2704.0,,14.0,996.0,208.0,19.0,31.0,,31.0,27.0,,7.0,28.0,64.0,68.0,112.0,320.0,89.0,45.0,,,,,,,,64.0,,86.0,10.0,35.0,,,200.0,21.0,141.0,,,24.0,310.0,7979.0,,5232.0,6.0,,,923.0,1139.0,,50.0,,,75.0,,1.0,,,16.0,5.0,,,,3.0,85.0,2266.0,2219.0,81775.0,4.0,,,1.0,,47.0,,,,
2020-03-14,157365.0,14.0,252.0,38.0,37.0,1.0,,,1.0,34.0,18.0,2.0,104983.0,250.0,409.0,15.0,,210.0,3.0,,27.0,689.0,,,,1.0,10.0,,18.0,,151.0,,40.0,41.0,2.0,,7.0,2.0,453.0,,1.0,,,88.0,80827.0,22.0,,,,26.0,1.0,38.0,4.0,1.0,14.0,189.0,2.0,827.0,,,11.0,28.0,109.0,,,,115.0,1.0,1.0,47208.0,41656.0,9.0,,,279.0,4493.0,3.0,1.0,,30.0,3795.0,3.0,1.0,228.0,,,1.0,1.0,,1.0,,61106.0,2.0,140.0,30.0,156.0,102.0,96.0,706.0,12729.0,110.0,129.0,,138.0,21157.0,8.0,795.0,1.0,6.0,1.0,,2.0,104.0,,,26.0,93.0,,,,7.0,,23.0,13512.0,51.0,10.0,,,238.0,10.0,,18.0,,1.0,,41.0,,12.0,2.0,1.0,,,17.0,,,2.0,,1.0,1135.0,,6.0,,,2.0,3569.0,,14.0,1090.0,259.0,19.0,53.0,,35.0,36.0,,7.0,38.0,111.0,103.0,169.0,337.0,123.0,59.0,1.0,,,1.0,,1.0,,77.0,,103.0,10.0,46.0,,,212.0,32.0,181.0,,,38.0,388.0,8086.0,,6391.0,10.0,1.0,1.0,994.0,1359.0,,53.0,,,82.0,,1.0,,2.0,18.0,5.0,,,,3.0,85.0,2630.0,2978.0,82017.0,6.0,,,1.0,2.0,53.0,,,,
2020-03-15,168598.0,20.0,317.0,42.0,48.0,1.0,,,1.0,45.0,26.0,2.0,106931.0,297.0,591.0,23.0,,214.0,5.0,,27.0,886.0,,,,1.0,10.0,,24.0,,162.0,,50.0,51.0,3.0,,7.0,2.0,549.0,,1.0,1.0,,101.0,80848.0,34.0,,1.0,,27.0,1.0,49.0,4.0,1.0,21.0,253.0,2.0,864.0,,,11.0,28.0,110.0,,1.0,,171.0,1.0,1.0,55959.0,48942.0,11.0,,,308.0,4529.0,3.0,1.0,,33.0,4838.0,6.0,1.0,331.0,,,1.0,1.0,,4.0,,70497.0,3.0,145.0,32.0,171.0,113.0,117.0,706.0,13938.0,116.0,129.0,,177.0,24747.0,10.0,826.0,8.0,9.0,3.0,,5.0,112.0,,,30.0,110.0,,,,11.0,,31.0,14943.0,59.0,10.0,,,428.0,13.0,,21.0,,1.0,,53.0,,23.0,2.0,1.0,,,28.0,,,2.0,,1.0,1413.0,,8.0,,,2.0,3923.0,,14.0,1221.0,308.0,22.0,136.0,,38.0,43.0,,8.0,43.0,140.0,119.0,245.0,401.0,131.0,63.0,1.0,,,2.0,,1.0,,77.0,,103.0,24.0,48.0,6.0,,226.0,44.0,219.0,,,51.0,454.0,8162.0,,7798.0,18.0,1.0,1.0,1063.0,2200.0,,59.0,,,114.0,,1.0,,2.0,18.0,6.0,,,,3.0,98.0,3072.0,3212.0,82420.0,8.0,1.0,,1.0,10.0,56.0,,,,
